ID,EDUCATION,ECONMIC
P00460832,5,0
P00460841,7,0
P00460857,2,1
P00460887,3,0
P00460892,7,0
P00460893,3,1
P00460940,3,0
P00460941,4,1
P00460942,4,1
P00460943,5,0
P00460947,3,0
P00460955,3,0
P00460963,7,0
P00460967,3,1
P00460968,3,0
P00460978,5,0
P00460979,5,1
P00460980,5,1
P00460981,3,1
P00460986,3,1
P00460990,7,0
P00460991,5,1
P00461002,1,
P00461006,5,1
P00461016,5,1
P00461020,4,1
P00461021,5,1
P00461022,3,1
P00461031,4,1
P00461032,2,2
P00461042,5,1
P00461045,2,1
P00461046,3,0
P00461059,4,1
P00461062,5,1
P00461080,5,0
P00461081,4,1
P00461085,2,1
P00461088,5,1
P00461104,2,0
P00461114,3,0
P00461131,7,0
P00461133,2,0
P00461137,4,0
P00461138,2,0
P00461142,2,0
P00461148,2,1
P00461152,2,1
P00461156,2,0
P00461160,7,1
P00461168,2,0
P00461169,3,0
P00461172,2,0
P00461175,2,0
P00461178,3,0
P00461187,3,0
P00461192,2,0
P00461196,5,1
P00461197,2,0
P00461201,2,0
P00461203,2,0
P00461204,2,0
P00461210,3,2
P00461218,2,0
P00461219,2,0
P00461228,2,0
P00461236,2,0
P00461238,2,0
P00461242,2,1
P00461246,3,0
P00461247,3,0
P00461248,7,1
P00461256,2,0
P00461260,5,1
P00461262,2,0
P00461269,2,0
P00461272,2,0
P00461275,2,0
P00461279,2,0
P00461280,3,0
P00461286,7,1
P00461287,3,0
P00461290,2,0
P00461294,2,0
P00461296,2,0
P00461301,2,1
P01048992,5,0
P01048993,2,0
P01048994,2,0
P01048995,2,0
P01048997,3,0
P00461313,5,0
P00461314,7,1
P00461320,2,0
P00461322,2,0
P00461331,3,0
P00461335,5,0
P00461337,5,0
P00461341,2,0
P00461345,4,2
P00461347,4,1
P00461353,2,0
P00461365,3,0
P00461368,4,0
P00461372,2,0
P00461373,3,0
P00461374,3,0
P00461380,2,0
P00461381,5,1
P00461385,2,0
P00461391,3,0
P00461392,1,0
P00461394,2,0
P00461397,2,0
P00461406,7,1
P00461412,2,0
P00461421,3,0
P00461423,3,0
P00461425,4,1
P00461434,3,0
P00461436,3,0
P00461444,5,0
P00461447,5,0
P00461458,1,0
P00461462,2,0
P00461464,3,0
P00461465,3,0
P00461468,2,1
P00461471,5,0
P00461476,3,0
P00461477,5,1
P00461480,5,1
P00461484,3,0
P00461487,3,0
P00461491,2,0
P00461509,4,2
P00461516,2,1
P00461519,2,0
P00461527,2,1
P00461530,5,1
P00461534,5,0
P00461537,5,1
P00461539,2,0
P00461553,5,0
P00461568,2,0
P00461573,7,0
P00461578,3,1
P00461579,3,0
P00461582,3,0
P00461584,1,0
P00461588,3,0
P00461590,3,0
P00461593,5,0
P01049003,7,0
P00461601,3,0
P00461605,4,1
P00461608,5,1
P00461611,1,0
P00461616,2,0
P00461618,7,1
P00461620,3,0
P01049017,4,1
P01049024,7,0
P01049025,5,0
P00461646,2,1
P00461652,1,0
P00461654,5,1
P00461666,2,0
P00461669,5,0
P00461678,2,1
P00461679,2,1
P00461682,4,1
P00461684,3,2
P00461686,1,0
P00461688,2,0
P00461705,1,0
P00461707,4,1
P00461710,2,1
P00461711,2,0
P00461718,3,0
P00461721,2,0
P00461722,3,0
P00461723,2,1
P00461724,7,0
P01049034,2,0
P00461744,1,0
P00461748,5,0
P00461754,3,0
P00461762,7,0
P00461765,2,0
P00461785,3,2
P00461790,2,0
P00461791,1,0
P00461794,3,2
P00461798,7,0
P00461804,2,1
P00461820,5,0
P00461828,3,1
P00461832,5,1
P00461833,3,1
P00461835,6,0
P00461837,3,0
P00461838,4,0
P00461839,5,1
P00461840,3,0
P00461841,2,1
P00461848,2,0
P00461854,5,0
P00461855,6,0
P00461858,4,1
P01049040,4,0
P01049041,4,1
P01049043,3,0
P00461861,,0
P00461862,4,0
P00461870,2,0
P00461871,3,0
P01049048,4,0
P01049053,4,1
P01049054,2,1
P01049055,4,0
P01049061,4,1
P00461880,5,1
P00461884,5,0
P00461886,5,1
P00461888,3,
P00461889,4,0
P00461895,2,0
P00461901,2,1
P00461904,2,1
P00461920,,1
P00461923,3,1
P00461926,5,2
P00461933,2,0
P00461936,4,0
P00461942,1,0
P00461943,2,0
P00461947,3,1
P00461960,3,0
P00461962,3,0
P00461963,2,1
P00461975,2,0
P00461990,2,0
P00461998,6,0
P00462002,6,0
P00462005,5,0
P00462007,2,0
P00462014,2,0
P00462017,3,0
P00462021,5,0
P00462026,1,
P00462030,3,0
P00462034,3,0
P00462038,3,0
P00462042,5,1
P00462048,4,1
P00462059,4,0
P00462061,2,1
P00462063,5,0
P00462065,2,1
P00462068,2,0
P00462069,3,0
P00462070,3,0
P00462074,3,0
P00462082,7,2
P00462083,2,0
P00462091,2,1
P00462096,4,0
P00462099,4,0
P00462101,2,0
P00462106,7,
P00462117,,0
P00462118,2,0
P00462119,2,0
P00462125,4,1
P00462145,5,0
P00462147,2,2
P00462148,3,0
P00462149,7,1
P00462160,2,0
P00462161,3,
P00462162,3,0
P00462175,5,1
P00462185,3,0
P00462186,2,2
P01049069,1,2
P00462201,5,0
P00462210,5,0
P00462212,5,1
P00462214,3,2
P00462215,3,1
P00462229,1,0
P00462230,5,0
P00462243,1,1
P00462248,2,2
P00462252,2,
P00462253,2,2
P00462255,3,0
P01049070,2,2
P00462260,3,2
P00462265,3,0
P00462266,3,0
P00462271,2,0
P00462273,3,3
P00462282,2,2
P01049074,3,2
P01049078,7,0
P01049079,3,0
P00462294,5,1
P00462295,3,0
P00462299,3,0
P01049082,5,0
P00462300,2,0
P00462304,5,1
P00462306,2,2
P00462328,3,0
P01049089,5,0
P00462337,2,2
P00462341,3,0
P00462343,2,2
P00462345,7,0
P00462349,3,0
P00462351,2,0
P00462367,2,0
P00462371,3,2
P00462383,5,1
P00462396,2,0
P00462416,3,0
P00462421,1,1
P00462426,4,1
P00462431,3,2
P00462462,1,1
P00462481,5,1
P00462482,2,2
P00462486,3,3
P00462491,2,2
P00462500,5,1
P00462501,2,0
P00462508,2,0
P00462511,3,0
P00462534,1,1
P00462537,1,1
P00462539,5,0
P00462540,2,0
P00462541,4,1
P00462542,2,0
P00462543,5,1
P00462553,7,1
P00462554,1,1
P00462560,4,1
P00462561,2,2
P00462571,4,1
P00462572,3,0
P00462576,3,0
P00462578,1,1
P00462583,5,1
P00462590,4,1
P00462592,1,2
P00462599,5,1
P00462603,2,2
P00462604,3,0
P00462606,2,0
P00462607,2,0
P00462623,3,2
P00462628,2,2
P00462633,5,0
P00462640,3,0
P00462644,5,1
P00462660,4,0
P00462664,2,0
P00462668,2,1
P00462673,5,1
P00462674,4,0
P01049098,3,1
P00462702,3,0
P00462703,3,
P00462711,3,1
P00462715,2,1
P00462718,3,0
P00462719,3,1
P00462727,3,0
P00462731,5,0
P00462733,4,0
P00462740,3,0
P00462759,3,0
P00462772,3,1
P00462783,2,1
P00462788,3,1
P00462793,2,1
P00462796,5,0
P00462814,1,0
P00462824,4,0
P00462828,5,1
P00462837,2,1
P00462844,4,0
P00462846,5,1
P00462859,2,1
P00462866,3,0
P00462875,4,0
P00462876,5,0
P00462884,3,0
P00462890,3,0
P00462897,3,0
P00462905,2,0
P00462910,5,0
P00462911,3,0
P00462913,2,1
P00462916,3,0
P00462922,3,0
P00462925,2,1
P00462926,3,0
P00462928,5,1
P00462930,2,1
P00462933,2,1
P00462939,3,0
P00462943,5,0
P00462954,5,0
P00462955,1,0
P00462975,3,0
P00462980,5,1
P00462994,3,0
P00462999,3,0
P00463006,5,0
P00463008,3,0
P00463024,2,1
P00463028,5,1
P00463033,5,1
P00463058,3,0
P00463059,5,1
P00463064,2,1
P00463073,5,1
P00463076,2,1
P00463080,2,1
P00463093,2,0
P00463094,3,1
P00463101,2,1
P00463109,2,0
P00463114,2,1
P00463127,2,1
P00463129,5,0
P00463131,5,0
P00463133,5,0
P00463138,3,1
P00463144,2,0
P00463148,2,0
P00463153,5,1
P00463156,4,1
P00463160,2,
P00463161,2,0
P00463165,3,1
P00463169,3,0
P00463173,5,0
P01049106,3,1
P00463180,2,0
P00463186,3,1
P00463188,6,0
P00463190,2,1
P00463196,5,0
P00463198,5,0
P00463200,4,0
P00463204,6,1
P00463210,5,0
P00463214,4,0
P00463219,4,0
P00463227,4,1
P00463230,2,0
P00463238,3,0
P00463245,3,0
P00463252,2,0
P00463256,3,0
P00463261,5,0
P00463273,2,1
P00463278,3,0
P00463302,3,0
P00463317,2,0
P00463320,2,0
P00463323,3,1
P00463329,2,0
P00463331,2,0
P00463346,4,0
P00463349,4,0
P00463359,2,0
P00463360,5,0
P00463367,4,0
P00463381,2,0
P00463382,2,0
P00463390,3,0
P00463393,3,0
P00463417,4,1
P00463422,2,0
P00463423,3,0
P00463429,3,1
P00463438,5,0
P00463448,1,0
P00463450,5,1
P00463454,2,0
P00463470,5,0
P00463475,3,0
P00463479,2,0
P00463485,5,0
P00463489,4,0
P00463494,4,0
P00463495,5,1
P00463500,3,0
P00463505,5,0
P00463525,2,0
P00463531,3,0
P00463542,3,0
P00463551,4,0
P00463554,3,1
P00463556,2,0
P00463562,3,1
P00463564,2,0
P00463569,2,0
P00463587,3,1
P00463597,5,0
P00463598,4,0
P00463601,3,1
P00463611,3,1
P00463612,2,0
P00463625,3,0
P00463633,2,0
P00463635,3,0
P00463638,2,0
P00463643,3,0
P00463656,5,0
P00463657,3,1
P00463665,2,0
P00463668,7,0
P00463673,2,0
P00463675,2,0
P00463683,3,1
P00463684,2,1
P00463688,2,1
P00463689,5,1
P00463691,2,0
P00463697,2,1
P00463705,2,1
P00463715,4,0
P00463716,2,1
P01049122,5,2
P00463739,2,1
P00463746,2,0
P00463751,2,1
P00463753,3,1
P00463765,5,1
P00463767,5,1
P00463768,2,1
P00463773,5,0
P00463775,2,0
P00463778,2,0
P00463779,2,0
P00463780,2,0
P00463781,2,0
P00463793,2,0
P00463797,4,0
P00463804,2,0
P00463809,2,0
P00463825,3,2
P00463832,2,0
P00463833,2,0
P00463834,2,1
P00463837,5,0
P01049123,2,0
P01049124,4,0
P00463847,2,0
P00463857,2,0
P00463862,2,0
P00463867,2,0
P00463869,2,0
P00463870,3,1
P00463873,3,1
P00463879,2,0
P00463886,7,2
P00463893,3,0
P00463894,5,0
P00463895,5,1
P00463898,4,0
P00463900,4,0
P00463916,3,0
P00463920,3,0
P00463931,2,0
P00463937,3,1
P00463939,5,0
P00463941,2,0
P00463942,2,0
P00463945,2,0
P00463947,2,0
P00463948,4,0
P00463949,2,0
P00463953,3,0
P00463955,7,1
P00463957,3,0
P00463958,2,0
P00463963,2,1
P00463964,2,0
P00463967,5,2
P00463970,2,1
P00463984,2,0
P00463985,3,0
P00463986,7,0
P00464002,2,0
P00464005,2,0
P00464007,2,0
P00464008,3,2
P00464014,3,1
P00464015,5,0
P00464021,4,0
P00464025,2,0
P00464026,2,0
P00464031,2,0
P00464035,2,0
P00464039,3,0
P00464043,4,0
P00464044,7,1
P00464055,4,0
P00464056,3,0
P00464061,2,0
P00464065,3,1
P00464073,2,0
P00464077,2,0
P00464079,3,1
P00464083,3,0
P00464084,5,2
P00464086,2,0
P00464087,2,0
P00464094,2,0
P00464103,2,0
P00464107,3,0
P00464109,3,2
P00464110,2,0
P00464111,2,0
P00464113,5,0
P00464117,2,0
P00464120,3,0
P00464121,2,0
P00464122,7,1
P00464128,5,0
P00464129,2,0
P00464130,2,0
P00464131,2,0
P00464134,2,0
P00464139,5,2
P00464141,2,0
P00464143,7,1
P00464144,7,1
P00464149,2,0
P00464152,2,0
P00464160,5,2
P00464173,2,0
P00464176,2,0
P00464179,7,0
P00464182,2,0
P00464187,3,0
P00464191,4,2
P00464200,3,0
P01049136,2,0
P01049137,2,0
P00464210,2,0
P00464211,2,0
P00464215,2,0
P00464233,2,0
P00464236,3,0
P00464242,3,0
P00464249,2,0
P00464256,5,1
P00464258,2,0
P00464265,4,0
P00464266,2,0
P00464268,2,0
P00464270,3,0
P00464273,2,0
P00464276,1,1
P00464280,3,0
P00464281,4,3
P00464286,7,1
P00464298,4,1
P00464314,2,0
P00464316,2,0
P00464327,2,0
P00464328,2,0
P00464339,2,0
P00464351,2,0
P00464358,3,0
P00464359,2,0
P00464360,5,1
P00464379,4,0
P00464387,2,0
P00464391,2,0
P00464396,2,0
P00464398,5,2
P00464399,4,3
P00464400,2,0
P00464404,2,0
P00464420,2,0
P00464423,4,1
P00464425,2,0
P00464428,3,0
P00464435,2,0
P00464436,2,0
P00464437,2,0
P00464439,2,0
P00464444,2,0
P00464445,4,0
P00464450,2,0
P00464452,2,0
P00464463,7,1
P00464466,4,0
P00464467,2,1
P00464468,2,0
P00464472,3,0
P00464474,2,0
P00464475,2,0
P00464477,4,1
P00464478,2,0
P00464484,3,0
P00464503,3,0
P00464504,2,0
P00464507,5,0
P00464515,2,0
P00464516,5,0
P00464517,2,0
P00464520,3,0
P00464533,3,0
P00464537,2,0
P00464541,3,3
P00464553,5,2
P00464554,2,0
P00464563,2,0
P00464567,2,0
P00464568,5,1
P00464569,2,0
P00464570,3,0
P00464571,3,0
P00464588,2,0
P00464593,2,1
P00464596,3,0
P01049146,3,1
P00464599,3,0
P01049147,2,1
P01049150,3,0
P00464609,7,0
P00464612,2,0
P00464615,3,1
P00464624,3,1
P00464627,3,2
P00464628,3,1
P00464631,7,0
P00464634,2,1
P00464640,5,0
P00464647,2,1
P00464648,2,1
P00464661,2,1
P00464662,3,1
P00464668,3,0
P00464672,2,0
P00464674,4,0
P00464678,4,0
P00464682,5,0
P00464685,5,0
P00464694,3,0
P00464702,5,0
P00464708,2,0
P00464710,2,1
P00464715,4,0
P00464716,4,0
P00464717,3,1
P00464719,5,1
P00464721,2,0
P00464723,5,0
P00464728,3,0
P00464740,2,1
P00464747,6,
P00464748,4,0
P00464754,5,0
P00464758,3,0
P00464770,5,1
P00464772,3,0
P00464773,3,1
P00464778,3,0
P00464779,3,0
P00464793,2,1
P00464807,3,0
P00464810,5,1
P00464825,4,0
P00464826,2,1
P00464830,3,0
P00464835,3,0
P00464837,3,0
P00464838,2,0
P00464842,3,0
P00464844,3,0
P00464846,7,1
P00464853,7,0
P00464858,3,0
P00464860,7,0
P00464876,5,0
P00464879,5,1
P00464914,5,1
P00464921,4,0
P00464927,5,0
P00464936,1,0
P00464940,2,0
P00464947,2,0
P00464948,2,0
P00464950,3,0
P00464954,5,0
P00464957,7,0
P00464971,3,0
P00464973,1,0
P00464979,4,0
P00464986,2,0
P00464988,5,0
P00464989,2,1
P00464995,2,1
P00464998,3,2
P00465002,2,1
P00465007,5,1
P00465015,1,
P00465021,5,1
P00465022,5,1
P00465024,2,1
P00465026,5,1
P00465033,2,0
P00465039,3,0
P00465045,3,0
P00465049,2,1
P00465050,5,1
P00465054,3,0
P00465057,5,0
P00465059,2,1
P00465063,3,1
P00465072,5,1
P00465076,2,1
P00465081,3,1
P00465087,5,0
P01049152,7,0
P01049153,4,0
P00465105,5,1
P00465113,2,1
P00465114,2,0
P00465119,4,0
P00465122,3,1
P00465124,2,0
P00465125,2,0
P00465128,2,1
P00465130,3,0
P00465131,3,1
P00465132,2,0
P00465134,3,0
P00465137,2,0
P00465144,3,1
P00465145,3,0
P00465150,4,0
P00465151,3,1
P00465155,3,0
P00465156,5,0
P00465159,2,0
P00465165,3,0
P00465166,5,0
P00465167,2,0
P00465170,5,1
P00465178,2,1
P00465182,2,2
P00465184,3,0
P00465186,2,0
P00465198,2,0
P01049158,3,1
P00465200,3,1
P00465209,2,0
P00465212,2,1
P00465213,3,1
P00465214,2,0
P00465227,3,2
P00465254,3,0
P00465256,3,0
P00465257,2,1
P00465258,7,0
P00465261,3,1
P00465263,5,1
P00465269,5,0
P00465270,5,1
P00465273,2,1
P00465274,3,1
P00465279,3,1
P00465281,2,1
P00465283,3,0
P00465314,3,0
P00465321,4,1
P00465329,3,0
P00465341,3,0
P00465344,2,1
P00465355,5,0
P00465370,5,2
P00465375,2,0
P00465378,6,2
P00465384,3,2
P00465387,5,0
P00465389,3,0
P00465406,3,2
P00465408,3,0
P00465414,4,1
P00465419,2,0
P00465423,5,0
P00465425,4,1
P00465432,3,0
P00465436,3,0
P00465437,5,0
P00465443,2,0
P00465446,2,0
P00465449,3,0
P00465462,3,0
P00465465,3,0
P00465466,3,0
P00465469,3,0
P00465472,4,0
P00465478,4,0
P00465485,7,1
P00465492,2,0
P00465512,5,0
P00465518,2,0
P00465521,3,0
P00465526,3,0
P00465532,3,0
P00465538,2,0
P00465544,5,2
P00465547,7,1
P00465551,4,0
P00465555,3,0
P00465558,2,0
P00465559,2,0
P00465561,3,1
P00465563,5,2
P00465569,5,0
P00465572,2,0
P00465578,5,2
P00465583,5,0
P00465592,2,0
P00465594,5,2
P00465598,4,1
P00465604,2,0
P00465627,7,1
P00465637,3,1
P00465638,5,0
P00465646,3,0
P00465657,3,1
P00465659,2,0
P00465664,2,0
P00465667,4,0
P00465677,5,0
P00465689,4,0
P00465692,5,0
P00465698,2,0
P00465699,5,0
P00465700,4,0
P00465701,2,0
P00465713,3,0
P00465722,5,0
P00465724,7,1
P00465733,5,0
P00465734,4,0
P00465755,2,0
P00465771,5,0
P00465780,4,0
P00465800,5,0
P00465806,3,0
P00465814,2,0
P00465816,5,2
P00465821,5,0
P00465827,3,0
P00465832,7,0
P00465841,2,0
P00465846,3,0
P00465847,3,1
P00465850,7,1
P00465861,2,0
P00465865,4,1
P00465868,4,0
P00465895,2,0
P01049167,2,0
P00465912,1,1
P00465923,7,0
P00465924,3,0
P00465925,3,0
P00465926,3,2
P00465927,1,0
P00465935,3,0
P00465936,2,2
P00465937,2,2
P00465938,2,2
P00465943,2,0
P00465944,2,2
P00465945,5,1
P00465954,3,0
P00465959,2,2
P00465960,5,0
P00465969,7,0
P00465973,3,0
P00465982,1,1
P00465983,2,2
P00465985,4,1
P00465989,3,2
P00465990,4,1
P00465993,5,0
P00465995,4,1
P00465998,3,0
P00466006,3,0
P00466022,2,0
P00466039,3,0
P00466042,7,0
P00466045,5,0
P00466046,3,1
P00466051,1,1
P00466053,2,2
P00466054,3,0
P00466062,2,2
P00466065,1,1
P00466069,3,0
P00466074,1,1
P00466078,7,1
P00466081,3,0
P00466090,2,0
P00466092,1,1
P00466093,2,2
P00466095,2,2
P00466096,2,2
P01049172,5,0
P00466127,3,2
P00466131,5,0
P00466134,3,0
P00466137,5,0
P00466141,2,0
P00466142,1,1
P00466143,2,0
P00466146,1,0
P00466163,3,2
P00466166,3,0
P00466182,3,3
P00466201,3,2
P00466203,2,0
P00466205,1,1
P00466207,5,0
P00466209,3,0
P00466210,1,1
P00466211,2,1
P00466214,4,1
P00466219,3,0
P00466221,3,2
P00466235,3,0
P00466236,3,2
P00466246,5,1
P00466264,5,1
P00466267,2,0
P00466268,3,2
P00466273,2,0
P00466274,4,1
P00466276,7,0
P00466283,2,0
P00466284,3,2
P00466288,7,0
P00466292,3,0
P00466305,4,1
P00466307,2,2
P00466315,2,2
P00466321,5,0
P00466334,1,1
P00466337,2,2
P00466340,2,2
P00466347,5,0
P00466356,5,0
P00466367,3,2
P00466368,1,1
P00466370,3,2
P00466372,3,0
P00466373,5,1
P00466375,1,1
P00466378,1,0
P00466383,5,1
P00466394,2,2
P00466398,5,0
P00466400,1,1
P00466406,3,1
P00466414,1,1
P00466416,2,2
P00466417,7,0
P00466418,4,1
P00466420,7,0
P00466427,1,
P00466433,3,2
P00466434,7,1
P00466437,2,2
P00466441,1,1
P00466442,3,0
P00466451,5,0
P00466454,2,2
P00466460,1,1
P00466462,1,1
P00466479,2,0
P00466482,7,1
P00466485,2,
P00466490,2,0
P00466491,5,1
P00466493,3,3
P00466494,2,0
P00466496,5,0
P00466499,3,0
P00466504,5,1
P00466507,4,1
P00466517,3,0
P00466518,2,0
P00466520,3,
P00466521,2,0
P00466523,3,0
P01049174,3,1
P00466535,4,1
P00466542,5,0
P00466550,2,0
P00466552,2,0
P00466553,4,1
P00466554,3,3
P00466557,3,0
P00466572,4,1
P00466573,1,
P00466576,3,0
P00466581,3,0
P00466591,3,0
P00466594,1,
P00466597,3,0
P00466611,4,1
P00466612,7,1
P00466614,3,3
P00466621,3,
P00466623,2,0
P00466627,2,0
P00466628,5,1
P00466631,5,0
P00466643,5,0
P00466645,2,0
P00466654,7,1
P00466655,5,0
P00466659,7,1
P00466661,3,0
P00466666,1,
P00466681,5,0
P00466685,2,0
P00466688,3,0
P00466692,3,0
P00466693,3,0
P00466696,2,0
P00466700,3,0
P00466704,2,
P00466714,2,
P00466717,2,0
P00466720,2,0
P00466724,4,1
P00466725,3,
P00466729,1,1
P00466743,1,
P00466749,3,0
P00466750,2,
P00466753,2,0
P00466756,3,0
P00466761,7,0
P00466763,3,0
P00466773,2,0
P00466785,7,1
P00466787,3,0
P00466805,2,
P00466808,3,0
P00466818,3,0
P00466820,2,3
P00466824,7,1
P00466828,4,1
P00466831,2,0
P00466833,3,0
P00466834,2,0
P00466841,3,
P00466843,2,
P00466846,2,0
P00466851,3,3
P00466854,3,
P00466857,4,1
P00466859,3,0
P00466862,3,0
P00466863,3,0
P00466864,7,1
P00466869,2,3
P00466884,2,0
P00466885,2,
P00466889,7,1
P00466896,7,1
P00466902,5,1
P00466903,4,0
P00466910,5,0
P00466913,3,1
P00466917,3,0
P00466927,1,2
P00466928,2,0
P00466934,3,0
P00466936,2,0
P00466943,3,0
P00466949,5,0
P00466954,2,0
P00466960,2,0
P00466962,2,1
P00466964,3,0
P00466967,2,0
P00466968,3,0
P00466969,3,0
P00466970,3,0
P00466972,1,
P00466974,3,0
P00466982,5,0
P00466983,3,
P00466988,4,0
P00466991,3,0
P00466993,5,1
P00467004,3,1
P00467006,2,0
P00467007,7,1
P00467010,3,0
P00467012,4,0
P00467013,3,
P00467015,2,0
P00467017,2,3
P00467024,3,0
P00467026,3,0
P00467027,7,1
P00467028,3,0
P00467034,2,
P00467039,3,0
P00467044,3,0
P00467049,3,
P00467051,7,1
P00467056,4,1
P00467057,5,0
P00467066,7,1
P00467067,3,0
P00467069,3,1
P00467071,2,
P00467076,3,
P00467080,5,0
P00467081,2,0
P00467083,2,0
P00467088,5,1
P00467093,1,2
P00467098,3,0
P00467115,3,0
P00467137,2,0
P00467138,2,0
P00467159,5,0
P00467161,2,0
P00467165,4,1
P00467166,3,0
P00467181,5,0
P00467183,2,2
P00467185,3,0
P00467186,3,
P00467188,2,
P00467197,2,
P00467198,3,0
P00467203,5,0
P00467206,3,2
P00467210,2,0
P00467214,5,1
P00467233,4,0
P00467237,5,1
P00467240,2,0
P00467245,5,0
P00467247,3,1
P00467256,5,2
P00467257,3,1
P00467267,5,2
P00467269,3,1
P00467273,2,0
P00467277,5,0
P00467283,2,0
P00467287,5,2
P00467294,3,1
P00467306,3,1
P00467309,2,0
P00467313,3,1
P00467314,5,0
P00467315,5,2
P00467325,5,0
P00467338,3,1
P00467339,3,0
P00467343,7,1
P00467348,3,0
P00467350,5,0
P00467354,2,0
P00467358,3,1
P00467362,5,2
P00467365,2,1
P00467381,2,0
P00467390,3,0
P00467394,5,0
P00467399,2,0
P00467400,5,2
P00467402,2,0
P00467405,2,0
P00467407,2,0
P00467409,7,1
P00467415,5,0
P00467417,4,1
P00467418,2,0
P00467423,5,1
P00467426,3,1
P00467434,2,0
P00467439,5,1
P00467441,5,0
P00467444,2,0
P00467449,2,0
P00467456,3,0
P00467457,3,0
P00467458,2,0
P00467459,2,0
P00467461,2,0
P00467465,2,0
P00467470,2,0
P00467471,3,1
P00467476,3,0
P00467477,2,0
P00467478,2,0
P00467504,2,0
P00467512,3,1
P00467515,2,0
P00467520,4,0
P00467545,3,0
P00467553,7,1
P00467564,2,0
P00467572,2,0
P00467573,2,0
P00467574,2,0
P00467577,2,0
P00467579,3,0
P00467580,3,0
P00467586,5,0
P00467587,2,1
P00467592,2,0
P00467597,2,0
P00467604,2,0
P00467618,2,0
P00467626,2,1
P00467627,3,2
P00467638,2,0
P01049190,5,0
P00467661,3,1
P00467663,2,0
P00467671,2,0
P00467675,3,0
P00467678,1,0
P00467709,5,0
P00467714,4,0
P00467717,2,0
P00467722,6,1
P00467725,4,0
P00467740,3,1
P00467759,3,1
P00467762,3,0
P00467764,5,1
P00467766,2,0
P00467770,2,0
P00467772,5,0
P00467773,2,0
P00467774,2,0
P00467776,5,0
P00467785,4,1
P00467797,3,0
P00467800,2,0
P00467807,2,0
P00467822,4,0
P00467831,2,0
P00467840,5,1
P00467846,3,1
P01049192,3,1
P00467853,2,0
P00467863,2,0
P00467869,2,0
P00467881,2,0
P00467882,3,0
P00467897,2,0
P00467907,2,0
P00467909,2,0
P00467921,2,0
P00467924,5,0
P00467926,5,1
P00467947,3,1
P00467952,3,0
P00467967,2,0
P00467969,2,0
P00467971,4,0
P00467977,3,1
P00467980,5,1
P00467992,4,1
P00467994,3,1
P00467995,7,0
P00467996,5,0
P00468008,5,0
P00468010,3,1
P00468012,3,1
P00468020,2,1
P00468023,3,0
P00468030,7,1
P00468039,2,0
P00468042,4,0
P00468045,2,0
P00468057,2,0
P00468060,4,0
P00468071,2,0
P00468073,4,0
P00468079,2,0
P00468091,3,1
P00468099,2,0
P00468105,7,0
P00468108,5,0
P00468113,2,
P00468124,2,0
P00468128,2,0
P00468136,2,0
P00468137,2,0
P00468141,2,0
P00468142,3,1
P00468146,2,0
P00468148,2,0
P00468150,5,0
P00468153,2,3
P00468155,5,0
P00468163,5,0
P00468164,5,0
P00468166,2,0
P00468169,2,0
P00468170,3,0
P00468175,4,0
P00468194,2,0
P00468221,5,1
P00468224,4,0
P00468232,5,2
P00468233,3,1
P00468257,2,0
P00468259,2,0
P00468262,5,0
P00468263,5,0
P00468271,2,0
P00468281,3,0
P00468288,2,0
P00468291,2,0
P00468292,5,0
P00468299,2,0
P00468305,2,0
P00468315,7,1
P00468319,3,0
P00468323,5,1
P00468327,2,0
P00468332,7,0
P00468334,5,1
P00468336,2,1
P00468350,3,0
P00468354,2,0
P00468358,2,0
P00468359,7,0
P00468360,5,0
P00468363,4,1
P00468367,4,1
P00468368,2,1
P00468379,3,0
P00468389,7,0
P00468391,3,0
P00468397,2,1
P00468416,2,0
P00468421,2,0
P00468430,2,0
P00468436,2,0
P00468439,2,0
P00468447,3,0
P00468452,2,0
P00468453,7,0
P00468454,2,0
P00468466,3,0
P00468473,4,0
P00468477,5,1
P00468479,3,1
P00468484,3,1
P00468485,2,0
P00468486,2,0
P00468488,4,1
P00468490,2,0
P00468493,2,1
P00468494,2,0
P00468496,2,0
P00468500,2,0
P00468507,2,1
P00468523,2,0
P00468544,7,0
P00468546,3,2
P00468547,5,0
P00468550,2,1
P00468557,2,0
P00468559,5,0
P00468567,2,0
P00468581,4,1
P00468591,7,0
P00468592,4,1
P00468596,5,1
P00468602,5,0
P00468604,2,0
P00468606,2,0
P00468611,2,0
P00468614,5,1
P00468616,4,1
P00468624,2,0
P00468626,3,1
P00468629,7,0
P00468640,2,0
P00468663,2,0
P01049200,7,0
P01049211,7,1
P00468671,7,2
P00468676,4,0
P00468680,4,0
P00468684,3,1
P00468701,2,1
P00468703,5,1
P00468712,7,0
P00468722,3,1
P00468723,2,0
P00468727,2,0
P00468728,3,0
P00468729,2,0
P00468731,2,0
P00468740,5,0
P00468741,2,0
P00468743,2,0
P00468744,2,0
P00468747,2,2
P00468753,3,0
P00468761,2,0
P00468762,2,0
P00468764,3,1
P00468774,5,1
P00468776,4,0
P00468778,2,0
P00468783,2,0
P00468788,2,0
P00468793,5,0
P00468795,7,2
P00468797,2,0
P00468802,5,1
P00468806,2,0
P00468807,2,0
P00468813,2,0
P00468819,3,1
P00468822,3,0
P00468834,3,0
P00468839,2,0
P00468840,2,0
P00468846,2,0
P00468852,2,0
