ID,EDUCATION,ECONMIC
P00370827,5,1
P00370835,3,3
P00370847,3,2
P00370858,2,0
P00370879,5,0
P00370889,5,0
P00370890,4,0
P00370896,3,1
P00370904,3,1
P00370943,2,0
P00370956,3,1
P00370967,3,0
P00370985,2,1
P00371004,5,1
P00371017,5,0
P00371021,5,0
P00371027,5,0
P00371032,2,0
P00371039,2,0
P00371044,4,1
P00371047,5,1
P00371054,5,0
P00371058,5,1
P00371065,1,0
P00371068,4,0
P00371071,2,1
P00371082,2,1
P00371093,5,0
P00371095,3,0
P00371100,1,2
P00371110,3,0
P00371123,2,0
P00371132,3,0
P00371133,5,1
P00371147,4,1
P00371148,4,1
P00371149,4,0
P00371153,4,1
P00371154,4,1
P00371160,2,0
P00371162,2,0
P00371164,2,0
P00371167,3,0
P00371174,5,2
P00371179,5,1
P00371186,5,0
P00371205,2,0
P00371206,5,0
P00371208,3,0
P00371216,3,0
P00371223,5,1
P00371224,2,1
P00371226,2,0
P00371259,2,0
P00371264,2,1
P00371270,4,1
P00371292,2,0
P00371300,7,1
P00371304,5,0
P00371305,5,0
P00371311,2,0
P00371335,2,1
P00371337,5,0
P00371343,7,0
P00371346,4,1
P00371367,2,0
P00371375,3,
P00371392,4,0
P00371400,1,0
P00371401,3,0
P00371417,2,0
P00371422,3,2
P00371424,2,3
P00371433,1,0
P00371444,2,0
P00371448,1,0
P00371450,5,0
P00371455,2,1
P00371465,3,0
P00371470,4,1
P00371475,3,1
P00371477,3,0
P00371479,3,1
P00371499,4,0
P00371500,2,0
P00371522,5,0
P00371543,2,0
P00371552,2,1
P00371557,3,0
P00371570,2,0
P00371577,5,0
P00371592,3,0
P00371604,2,0
P00371606,3,1
P00371654,3,0
P00371661,3,0
P00371662,2,0
P00371667,2,0
P00371674,2,0
P00371681,3,0
P00371703,2,1
P00371718,2,0
P00371723,3,0
P00371743,3,1
P00371746,1,0
P00371757,2,0
P00371760,2,0
P00371762,4,3
P00371764,2,0
P00371780,3,0
P00371790,2,1
P00371811,3,0
P00371838,2,0
P00371844,3,0
P00371847,2,1
P00371861,5,0
P00371887,7,
P00371890,4,0
P00371928,3,1
P00371940,4,0
P00371981,4,1
P00372028,2,1
P00372044,1,2
P00372045,2,0
P00372060,2,0
P00372062,1,0
P00372078,5,0
P00372120,2,0
P00372141,3,1
P00372166,3,1
P00372168,3,0
P00372169,5,0
P00372182,2,0
P00372194,2,0
P00372228,2,1
P00372240,3,0
P00372243,2,0
P00372245,3,0
P00372256,2,
P00372284,2,0
P00372304,2,
P00372324,2,1
P00372345,2,0
P00372364,2,0
P00372375,2,0
P01183810,3,2
P00372385,2,0
P00372438,2,0
P00372440,2,0
P00372499,2,0
P00372508,3,0
P00372526,6,0
P00372543,2,0
P00372562,2,0
P00372629,2,0
P00372661,2,0
P00372683,3,0
P00372699,2,0
P00372703,1,0
P00372708,2,0
P00372731,2,0
P00372739,2,0
P00372801,2,0
P00372802,2,0
P00372813,5,1
P00372831,1,0
P00372846,3,0
P00372858,2,0
P00372859,2,0
P00372871,1,0
P00372896,5,0
P01345469,7,0
P01183932,3,1
P00372909,2,0
P00372913,2,0
P01345470,7,0
P00372957,4,1
P01183980,3,0
P01345471,5,0
P00373001,2,0
P00373002,7,0
P00373003,3,0
P01102044,4,1
P01190511,5,1
P01190705,3,0
P00373036,3,0
P00373045,2,0
P00373046,3,0
P00373051,2,1
P00373054,5,0
P00373079,3,0
P00373087,3,1
P00373090,1,0
P00373124,2,0
P00373144,5,0
P01195882,3,0
P01195933,2,0
P00373203,3,0
P00373219,5,0
P00373224,4,1
P00373225,2,1
P00373240,5,1
P01014954,5,0
P00373244,5,0
P00373253,2,0
P00373257,2,0
P01014959,4,0
P01014960,3,1
P01014963,3,0
P01014969,4,0
P00373279,4,1
P00373283,4,1
P01014973,3,0
P00373305,3,0
P01014979,4,0
P00373309,2,0
P00373314,2,0
P00373315,7,0
P01014986,2,2
P01014987,4,1
P01014989,7,0
P01014999,2,0
P00373331,2,0
P01015001,2,0
P00373332,3,0
P00373339,3,0
P00373345,5,0
P00373350,3,1
P00373360,3,1
P01015010,5,0
P00373370,2,0
P00373377,3,1
P00373379,1,0
P01015017,2,1
P00373388,2,1
P01015037,5,1
P00373437,3,0
P01015048,2,0
P00373441,3,1
P01015050,3,1
P00373446,4,1
P00373448,7,0
P00373449,2,0
P01015057,2,0
P00373452,4,1
P00373456,3,0
P00373461,2,0
P00373467,3,0
P00373470,5,1
P00373474,5,0
P00373477,2,0
P01015076,2,0
P00373506,4,1
P00373510,3,2
P01015086,3,0
P00373530,2,
P00373540,7,0
P00373545,3,0
P00373546,2,1
P00373551,2,1
P00373552,3,0
P00373555,2,0
P00373561,4,0
P00373563,5,1
P00373572,7,0
P00373578,7,0
P01015108,4,0
P01015109,2,0
P00373579,3,
P00373580,2,0
P00373581,4,1
P00373588,3,0
P00373591,4,1
P00373597,2,1
P00373601,3,0
P00373604,7,0
P00373612,7,0
P00373618,7,0
P00373625,5,0
P00373629,7,0
P00373633,5,1
P00373637,2,0
P00373640,1,0
P00373645,2,1
P01015136,2,0
P00373648,5,0
P00373666,2,0
P00373669,4,1
P00373670,2,1
P00373675,3,0
P00373679,5,0
P00373680,3,1
P00373683,3,1
P00373684,2,0
P01015147,3,1
P01015151,5,1
P01015153,3,0
P00373707,2,0
P00373713,2,0
P01015161,5,0
P00373717,2,0
P01015163,2,1
P00373725,3,1
P00373728,5,1
P01015182,5,0
P01015187,5,0
P00373765,4,1
P00373779,4,1
P00373783,2,1
P00373789,1,0
P00373795,3,2
P00373797,2,0
P00373799,5,1
P00373801,5,0
P00373802,3,0
P00373807,5,0
P00373809,5,0
P00373812,3,0
P01015199,2,1
P00373820,3,0
P00373821,2,0
P01015202,3,1
P00373828,5,1
P00373831,2,0
P00373837,4,0
P01015214,2,0
P00373846,3,1
P00373860,5,0
P00373863,1,0
P01015219,7,0
P01015221,4,1
P01015223,3,0
P00373879,3,0
P01015225,7,0
P00373888,3,0
P00373897,2,0
P00373899,3,1
P00373902,3,0
P00373904,2,0
P00373917,5,1
P00373921,3,1
P00373923,1,0
P00373924,4,0
P00373926,4,1
P00373938,2,1
P01015238,4,0
P01015239,4,1
P00373958,2,1
P00373964,5,1
P01015246,3,1
P01015252,1,1
P01015254,3,1
P00373992,3,0
P00373995,3,1
P00374001,5,0
P00374007,3,0
P00374010,3,0
P00374011,4,1
P00374013,4,1
P00374027,3,0
P00374033,5,1
P00374034,2,0
P00374041,4,1
P00374049,5,0
P00374055,1,0
P00374072,5,1
P00374078,7,0
P00374084,3,1
P00374086,3,0
P00374090,3,1
P00374095,5,0
P01015285,3,1
P01015286,3,0
P00374103,3,0
P00374116,2,0
P00374123,7,0
P01015298,4,0
P00374139,2,1
P00374150,4,1
P00374152,4,0
P00374162,3,1
P00374164,3,0
P00374170,5,0
P00374171,2,0
P00374178,5,1
P00374179,3,0
P01015316,2,0
P01015321,5,0
P01015322,5,0
P00374197,1,0
P01015324,5,1
P00374199,5,1
P01015326,3,0
P00374210,4,1
P00374212,4,1
P00374234,7,0
P00374240,2,2
P00374267,5,1
P01015346,3,0
P00374277,4,1
P00374278,2,0
P00374284,6,0
P01015354,5,1
P01015355,2,0
P00374295,5,0
P01015365,5,1
P01015370,3,0
P01015373,4,1
P00374304,4,1
P00374310,2,2
P00374311,2,0
P00374319,2,0
P00374325,5,0
P01015375,1,0
P00374335,2,0
P01015382,5,1
P00374346,5,0
P00374349,2,1
P01015387,7,0
P00374355,3,1
P00374357,4,0
P00374364,3,0
P01015393,3,1
P00374371,3,1
P00374379,2,0
P00374393,7,0
P00374409,7,0
P00374412,5,0
P00374423,4,0
P00374438,3,0
P00374462,3,1
P00374465,4,1
P00374466,3,1
P00374481,3,1
P00374482,4,0
P00374492,4,1
P00374498,3,1
P00374512,4,1
P00374537,4,1
P00374543,3,0
P00374547,1,0
P00374554,3,0
P00374556,3,0
P00374557,3,3
P00374565,5,0
P00374570,2,0
P00374579,7,1
P00374584,2,1
P00374585,2,0
P00374586,2,3
P00374599,5,1
P00374617,5,1
P00374627,2,0
P00374629,5,1
P00374641,3,0
P00374642,2,0
P00374661,7,0
P00374690,2,0
P00374693,3,1
P00374696,3,0
P00374700,2,2
P00374717,2,1
P00374720,5,1
P00374722,2,1
P00374723,3,2
P00374760,2,0
P00374775,5,0
P00374779,3,0
P00374783,3,0
P00374790,2,0
P00374809,5,0
P00374824,7,0
P00374830,3,0
P00374841,3,0
P00374844,4,1
P00374845,1,0
P00374853,3,0
P00374856,3,1
P00374879,3,1
P00374891,4,0
P00374903,2,1
P00374904,4,0
P00374908,2,1
P00374915,5,0
P00374919,4,1
P00374921,3,0
P00374934,3,0
P00374940,5,1
P00374942,2,0
P00374944,3,0
P00374954,5,0
P00374967,3,0
P00374972,1,1
P00374980,7,0
P00374991,3,0
P00374999,2,0
P00375012,5,0
P00375015,4,1
P00375016,5,1
P00375025,1,0
P00375031,4,0
P00375056,7,1
P00375090,1,0
P00375092,2,0
P00375101,2,2
P00375115,5,1
P00375129,3,2
P00375136,4,1
P00375156,4,0
P00375167,2,0
P00375171,3,0
P00375174,5,0
P00375179,3,1
P00375182,3,1
P00375199,3,0
P00375225,3,0
P00375247,3,
P00375278,5,0
P00375279,1,3
P00375292,5,1
P00375293,2,0
P00375344,2,0
P00375349,3,
P00375354,3,0
P00375357,3,0
P00375373,2,1
P00375376,5,1
P00375377,7,0
P00375379,3,0
P00375389,5,0
P00375396,3,0
P00375398,3,0
P00375402,2,0
P00375405,5,0
P00375410,3,0
P00375420,2,0
P00375424,3,1
P00375432,4,1
P00375433,2,0
P00375437,4,1
P00375443,4,1
P00375444,2,0
P00375446,5,1
P00375448,1,0
P00375457,3,2
P00375459,4,0
P00375460,5,1
P00375480,2,1
P00375484,2,1
P00375492,4,0
P00375495,3,0
P00375503,4,1
P00375507,3,0
P00375539,2,1
P00375540,3,0
P00375543,7,0
P00375544,4,1
P00375545,5,1
P00375546,3,0
P00375554,5,0
P00375560,3,1
P00375565,2,0
P00375571,3,0
P00375575,3,0
P00375616,3,0
P00375618,4,1
P00375621,2,1
P00375629,2,0
P00375631,5,0
P00375640,2,1
P00375641,3,1
P00375651,1,0
P00375659,3,0
P00375665,4,0
P00375671,4,1
P00375675,1,0
P00375717,3,3
P00375731,3,0
P00375733,5,0
P00375739,4,0
P00375745,4,1
P00375751,1,0
P00375756,3,0
P00375768,6,0
P00375777,3,0
P00375778,3,1
P00375803,2,0
P00375807,5,0
P00375836,2,2
P00375839,3,1
P00375875,4,1
P00375890,7,0
P00375910,3,0
P00375916,5,0
P00375922,3,2
P00375928,5,2
P00375931,4,1
P00375934,1,0
P00375946,3,0
P00375955,2,1
P00375966,2,0
P00376001,3,1
P00376005,4,1
P00376025,3,1
P00376026,5,0
P00376043,5,0
P00376044,2,0
P00376046,3,0
P00376072,3,2
P00376080,3,1
P00376085,3,1
P00376087,2,0
P00376089,4,1
P00376100,3,0
P00376107,3,0
P00376130,5,2
P00376132,5,0
P00376140,3,0
P00376156,2,0
P00376159,4,0
P00376163,2,0
P00376165,2,0
P00376168,3,0
P00376178,3,0
P00376210,1,0
P00376211,4,0
P00376215,5,1
P00376230,3,1
P00376235,2,0
P00376242,5,1
P00376245,6,1
P00376272,3,0
P00376283,4,0
P00376299,1,
P00376302,4,1
P00376303,3,0
P00376320,3,1
P00376331,2,0
P00376334,2,1
P00376337,1,0
P00376345,3,0
P00376353,1,0
P00376354,4,1
P00376368,3,0
P00376370,1,0
P00376383,1,
P00376395,2,0
P00376401,2,0
P00376414,2,1
P00376424,3,0
P00376428,2,0
P00376459,2,1
P00376464,1,0
P00376501,5,0
P00376506,2,1
P00376525,1,0
P00376538,3,0
P00376543,2,0
P00376545,7,0
P00376559,5,1
P00376564,4,1
P00376566,3,0
P00376571,2,0
P00376576,1,1
P00376577,3,0
P00376579,3,1
P00376580,4,1
P00376583,3,0
P00376585,2,0
P00376596,3,0
P00376600,4,0
P00376603,5,0
P00376605,4,1
P00376621,5,0
P00376622,4,0
P00376627,3,0
P00376652,3,0
P00376658,1,0
P00376659,2,1
P00376684,7,0
P00376698,3,0
P00376718,1,0
P00376743,3,0
P00376745,2,1
P00376747,3,0
P00376749,2,0
P00376752,3,1
P00376764,3,1
P00376796,5,0
P00376806,2,0
P00376811,2,0
P00376823,3,0
P00376826,5,1
P00376828,3,2
P00376829,3,0
P00376837,2,0
P00376841,2,2
P00376847,2,1
P00376865,5,2
P00376874,4,1
P00376895,3,0
P00376921,5,0
P00376924,2,0
P00376931,2,1
P00376935,4,1
P00376939,7,0
P00376942,2,0
P00376945,1,0
P00376950,3,0
P00376983,4,1
P00377013,3,1
P00377036,3,1
P00377053,7,0
P00377073,2,0
P00377074,2,1
P00377079,2,1
P00377083,5,0
P00377101,5,1
P00377105,7,0
P00377120,4,0
P00377141,2,0
P00377163,3,0
P00377197,3,1
P00377199,5,1
P00377205,2,1
P00377224,2,0
P00377230,3,0
P00377232,3,0
P00377241,3,1
P00377244,5,0
P00377256,5,0
P00377264,5,1
P00377267,3,0
P00377278,3,0
P00377281,3,0
P00377284,3,1
P00377310,5,0
P00377319,2,1
P00377344,3,0
P00377347,2,0
P00377363,4,1
P00377379,5,0
P00377407,4,1
P00377412,1,
P00377438,3,0
P00377442,5,0
P00377445,1,0
P00377465,5,0
P00377481,3,3
P00377490,2,0
P00377494,1,0
P00377509,2,0
P00377514,5,0
P00377520,1,2
P00377534,3,0
P00377578,3,0
P00377587,3,1
P00377652,3,1
P00377656,4,0
P00377678,2,1
P00377687,3,0
P00377690,6,0
P00377695,2,0
P00377731,2,0
P00377779,2,0
P00377785,1,0
P00377795,3,0
P00377803,4,0
P00377833,3,1
P00377854,3,0
P00377855,4,3
P00377888,5,0
P00377919,4,0
P00377938,3,1
P00377944,5,0
P00377972,4,1
P00378004,3,
P00378006,3,1
P00378010,4,0
P00378024,3,0
P00378058,3,0
P00378104,2,0
P00378110,3,1
P00378120,2,0
P00378134,2,0
P00378142,2,1
P00378145,4,0
P00378178,2,0
P00378185,2,0
P00378234,2,0
P00378281,3,0
P00378348,2,0
P00378385,2,2
P00378389,3,0
P00378412,1,0
P00378440,2,
P00378447,2,0
P00378454,3,1
P00378502,2,0
P00378603,1,0
P00378702,3,0
P00378708,2,0
P00378755,2,0
P00378756,2,0
P00378767,2,0
P00378799,2,0
P00378803,7,0
P00378860,1,0
P00378866,3,0
P00378892,4,1
P00378903,4,1
P00378933,3,0
P00378939,3,0
P00378943,3,0
P01015412,5,1
P00378950,3,0
P00378955,3,1
P00378959,3,0
P00378960,2,0
P00378962,3,0
P00378969,5,0
P00378973,2,0
P00378977,3,0
P00378978,4,0
P00378979,3,0
P00378982,7,1
P00378985,2,0
P00378987,4,1
P00378989,2,0
P00378993,3,0
P01015442,5,0
P01015446,3,2
P00379007,3,1
P00379008,2,0
P00379012,2,0
P00379015,5,1
P00379016,4,1
P00379020,5,1
P01015461,4,0
P01015462,5,1
P00379034,4,1
P01015469,4,0
P01015474,2,0
P01015478,5,0
P01015485,3,1
P00379055,4,1
P00379061,5,1
P00379065,3,0
P00379069,3,2
P00379074,2,0
P00379083,5,0
P00379086,5,0
P00379089,2,0
P01015487,3,0
P00379095,2,1
P00379107,5,0
P00379108,4,1
P00379113,3,0
P01015504,1,0
P00379125,5,1
P01015511,5,1
P00379140,7,0
P00379152,3,0
P00379167,2,1
P00379174,5,1
P00379189,2,2
P00379195,3,0
P00379197,2,0
P00379201,2,0
P00379203,3,2
P01015528,4,0
P01015530,3,1
P00379209,1,0
P01015534,2,0
P00379221,7,0
P01015545,2,1
P00379234,2,0
P01015549,3,0
P00379237,3,1
P00379241,2,0
P00379247,3,2
P00379248,3,1
P01015560,5,0
P00379256,2,0
P00379262,4,1
P00379270,5,0
P00379281,5,0
P00379284,6,1
P00379287,2,0
P00379301,5,0
P00379308,2,2
P00379315,2,0
P00379319,3,2
P00379323,2,0
P00379333,2,1
P00379338,4,0
P00379341,2,1
P00379350,2,0
P00379354,2,0
P00379359,2,0
P01015598,7,0
P01015613,5,0
P00379369,3,1
P01015615,2,1
P00379378,2,1
P00379383,5,1
P00379389,5,0
P00379405,2,0
P00379406,3,0
P00379413,5,0
P00379430,4,1
P00379433,5,1
P00379435,3,0
P00379439,5,0
P00379440,2,0
P00379443,5,0
P00379444,7,0
P00379445,3,0
P01015640,2,0
P00379448,5,2
P01015643,7,1
P01015644,4,1
P00379458,5,0
P01015653,4,1
P00379484,5,0
P01015656,2,0
P00379488,5,0
P01015658,2,0
P00379494,3,1
P00379498,4,1
P00379502,5,1
P00379506,5,0
P00379511,4,1
P01015682,2,1
P01015685,3,0
P00379521,2,0
P00379522,2,1
P00379527,2,0
P00379528,5,0
P00379531,3,0
P01015704,4,1
P00379544,5,1
P00379545,7,0
P01015711,3,1
P00379548,2,0
P00379561,2,0
P00379564,5,0
P00379569,3,0
P01015728,7,0
P00379573,3,0
P00379575,4,1
P00379579,3,0
P00379585,2,1
P00379596,2,0
P00379598,2,0
P00379607,5,0
P00379610,2,0
P00379613,2,1
P00379614,4,1
P00379623,2,0
P00379627,2,0
P00379631,4,0
P00379637,2,0
P00379640,3,2
P00379644,7,0
P00379646,2,1
P00379656,2,0
P01015733,7,0
P01015736,5,1
P01015737,2,0
P00379669,2,0
P00379670,3,0
P01015740,7,0
P00379672,5,0
P00379673,3,0
P01015742,7,0
P00379680,2,0
P00379684,2,0
P01015746,5,0
P00379689,4,0
P00379693,2,0
P00379694,2,1
P00379695,3,0
P00379705,2,0
P00379712,4,1
P00379718,4,1
P00379721,7,1
P00379724,7,0
P00379728,5,0
P00379733,1,1
P01015751,5,0
P00379745,2,0
P00379750,2,0
P00379754,4,1
P00379755,5,0
P00379757,5,0
P00379762,2,0
P00379763,3,1
P00379764,5,0
P00379773,5,1
P00379783,2,1
P00379791,1,
P01015763,2,0
P00379803,2,0
P00379806,3,0
P00379815,4,1
P00379816,3,0
P00379822,2,0
P00379824,4,1
P00379835,5,0
P00379836,7,0
P00379840,2,0
P01015774,2,1
P00379844,2,1
P00379845,7,0
P00379846,5,1
P00379856,4,1
P00379860,4,0
P00379865,2,
P00379866,5,0
P01015783,4,1
P00379868,5,0
P00379869,5,0
P00379882,5,0
P00379883,4,1
P00379892,2,0
P00379894,4,1
P00379896,2,0
P00379902,7,0
P00379904,5,0
P00379907,5,1
P01015798,4,1
P00379914,3,0
P00379916,2,0
P00379923,3,1
P00379935,2,0
P00379939,2,0
P00379944,3,0
P00379952,2,0
P00379957,4,1
P00379959,2,0
P00379967,3,0
P00379968,3,1
P00379970,4,1
P00379973,2,0
P00379977,5,1
P00379978,3,1
P00379981,3,1
P01015816,6,1
P00379989,3,1
P01015817,5,0
P01015819,2,0
P00380002,4,1
P00380004,5,1
P00380009,5,1
P00380012,3,1
P00380014,2,1
P00380018,3,1
P01015828,3,1
P00380023,2,0
P00380027,2,0
P00380030,7,0
P00380033,3,0
P00380050,5,1
P00380052,2,0
P01015840,7,0
P00380058,2,1
P00380065,3,1
P00380068,2,1
P00380077,2,0
P00380088,4,0
P00380092,2,2
P00380093,3,0
P00380094,3,0
P00380096,4,0
P00380104,2,0
P00380106,3,0
P00380107,6,0
P00380108,3,0
P00380114,4,1
P00380117,2,0
P00380123,5,0
P01015864,4,1
P00380124,3,1
P00380130,3,0
P00380133,2,1
P00380135,3,0
P01015869,2,1
P00380143,3,0
P00380144,3,1
P01015875,3,0
P00380146,4,1
P00380150,2,0
P00380154,2,0
P00380157,3,0
P00380163,3,0
P00380169,2,0
P00380170,5,0
P00380174,1,0
P00380191,7,0
P01015885,5,1
P00380199,4,1
P00380203,4,1
P00380207,3,1
P00380218,4,1
P00380222,5,0
P00380229,3,2
P00380238,3,1
P00380239,3,0
P00380248,3,1
P00380272,7,0
P00380291,3,0
P00380292,5,0
P01015909,2,0
P00380293,4,0
P00380294,4,0
P01015911,7,2
P01015914,3,0
P00380299,2,0
P00380304,3,0
P00380305,3,0
P00380307,4,1
P00380309,2,1
P00380311,7,1
P00380312,2,0
P00380315,3,0
P00380319,3,0
P00380324,4,1
P00380325,5,1
P00380327,5,1
P00380330,4,0
P00380340,6,0
P00380341,5,1
P00380358,2,1
P00380359,6,
P00380360,3,0
P00380363,5,1
P00380370,2,0
P00380371,1,1
P00380375,5,0
P00380376,5,0
P00380379,3,1
P00380384,2,0
P00380386,2,0
P00380388,5,0
P00380402,5,0
P00380403,2,0
P01015936,5,1
P00380406,1,2
P01015937,7,0
P00380408,5,1
P00380413,3,1
P00380414,5,1
P01015942,7,0
P01015943,2,0
P00380421,4,1
P00380424,3,1
P01015949,2,0
P00380433,7,1
P00380434,7,1
P01015953,5,1
P00380440,5,1
P00380444,5,1
P00380449,5,0
P00380462,3,1
P01015966,2,0
P00380469,3,1
P00380471,4,1
P00380472,4,
P00380477,3,1
P00380478,2,1
P00380487,2,0
P00380495,2,0
P00380498,5,0
P00380500,3,1
P00380502,5,0
P00380512,3,2
P00380519,5,1
P00380567,2,0
P00380568,7,0
P00380579,7,0
P00380588,5,0
P00380589,2,0
P00380594,2,0
P00380606,2,0
P00380624,4,2
P00380635,3,0
P00380646,3,2
P00380659,4,1
P00380667,3,
P00380692,4,1
P00380694,3,0
P00380703,2,0
P00380737,4,0
P00380744,7,0
P00380745,2,0
P00380755,2,0
P00380772,2,0
P00380773,2,0
P00380774,3,0
P00380779,2,1
P00380786,4,0
P00380793,2,0
P00380797,2,0
P00380801,2,1
P00380814,7,0
P00380818,3,0
P00380825,3,0
P00380826,3,2
P00380828,3,1
P00380829,3,1
P00380833,2,0
P00380856,3,0
P00380870,5,1
P00380892,3,0
P00380902,1,0
P00380913,7,0
P00380914,3,1
P00380918,2,1
P00380928,3,0
P00380935,5,0
P00380951,4,1
P00380973,5,0
P00380977,3,1
P00380983,4,1
P00380988,3,2
P00380990,4,0
P00380996,5,1
P00381000,2,0
P00381010,7,1
P00381014,3,1
P00381018,4,1
P00381019,5,0
P00381029,5,0
P00381043,3,0
P00381048,5,1
P00381051,5,2
P00381054,2,0
P00381063,7,1
P00381089,2,1
P00381098,3,1
P00381113,5,0
P00381122,5,0
P00381128,1,0
P00381142,2,0
P00381147,2,1
P00381164,3,2
P00381166,4,0
P00381178,3,0
P00381189,4,1
P00381204,3,2
P00381212,2,0
P00381216,5,0
P00381231,2,1
P00381241,2,1
P00381243,3,0
P00381260,2,1
P00381264,3,0
P00381293,5,0
P00381295,5,1
P00381300,2,0
P00381307,4,1
P00381310,5,1
P00381312,2,0
P00381332,2,0
P00381337,2,0
P00381344,5,1
P00381348,4,0
P00381355,5,2
P00381359,3,0
P00381374,5,0
P00381400,4,1
P00381418,3,0
P00381419,1,0
P00381424,5,0
P00381427,3,1
P00381435,2,0
P00381445,3,1
P00381461,3,0
P00381479,3,0
P00381480,4,1
P00381486,2,0
P00381490,3,0
P00381491,4,0
P00381511,7,0
P00381519,5,1
P00381522,2,1
P00381525,5,0
P00381536,2,1
P00381539,5,0
P00381548,3,0
P00381559,3,0
P00381568,3,1
P00381578,1,1
P00381583,3,1
P00381587,2,0
P00381591,2,0
P00381594,4,1
P00381601,5,1
P00381607,2,0
P00381608,2,1
P00381627,5,1
P00381630,3,0
P00381635,5,0
P00381659,2,1
P00381664,7,0
P00381692,2,0
P00381697,3,
P00381706,3,0
P00381710,2,0
P00381717,3,1
P00381732,5,1
P00381738,4,1
P00381742,3,0
P00381744,5,0
P00381751,7,1
P00381756,5,1
P00381757,2,1
P00381758,3,1
P00381762,5,2
P00381764,3,1
P00381770,1,0
P00381786,4,0
P00381787,2,1
P00381791,4,1
P00381792,3,2
P00381800,3,0
P00381801,5,0
P00381805,3,0
P00381830,2,0
P00381834,5,0
P00381836,3,0
P00381843,4,0
P00381844,5,0
P00381845,4,1
P00381848,2,0
P00381851,2,0
P00381862,5,0
P00381863,4,0
P00381875,5,2
P00381880,3,1
P00381881,5,0
P00381926,2,0
P00381929,5,1
P00381931,3,0
P00381939,3,3
P00381946,3,0
P00381962,3,0
P00381964,3,1
P00381967,2,1
P00381968,4,1
P00381971,2,1
P00381975,3,0
P00381977,2,0
P00381993,5,0
P00381994,3,0
P00381995,2,1
P00381997,5,1
P00382022,2,1
P00382029,4,0
P00382032,5,1
P00382033,1,0
P00382051,5,0
P00382055,2,2
P00382061,3,0
P00382067,3,0
P00382073,4,0
P00382074,2,0
P00382083,2,0
P00382088,2,0
P00382089,7,0
P00382095,4,0
P00382101,3,0
P00382107,7,2
P00382114,2,1
P00382116,3,0
P00382128,2,0
P00382131,3,0
P00382136,3,1
P00382146,7,0
P00382152,4,0
P00382153,3,0
P00382163,2,0
P00382164,3,0
P00382170,2,1
P00382194,2,0
P00382199,5,1
P00382201,2,1
P00382209,2,1
P00382214,3,1
P00382224,2,1
P00382254,2,0
P00382258,5,0
P00382268,4,0
P00382277,5,0
P00382278,5,0
P00382326,3,1
P00382330,6,0
P00382342,3,1
P00382347,1,0
P00382352,2,0
P00382371,4,0
P00382380,7,2
P00382387,2,0
P00382405,3,0
P00382411,2,1
P00382412,2,0
P00382420,3,1
P00382443,3,1
P00382444,2,1
P00382447,5,0
P00382448,6,0
P00382449,5,0
P00382452,2,0
P00382465,2,1
P00382473,4,1
P00382480,3,1
P00382501,3,0
P00382519,1,0
P00382543,2,0
P00382553,6,0
P00382554,3,0
P00382570,2,0
P00382573,1,0
P00382576,4,1
P00382588,3,1
P00382595,2,0
P00382604,5,0
P00382606,3,1
P00382617,3,0
P00382618,5,1
P00382627,2,0
P00382628,3,0
P00382636,5,0
P00382639,2,0
P00382645,3,0
P00382706,2,0
P00382714,3,1
P00382729,2,0
P00382736,3,0
P00382758,2,1
P00382764,3,0
P00382771,2,0
P00382772,3,2
P00382777,1,0
P00382780,3,1
P00382782,5,0
P00382786,2,3
P00382799,4,1
P00382800,2,1
P00382804,7,1
P00382808,4,0
P00382818,2,0
P00382820,2,1
P00382828,3,1
P00382832,4,0
P00382836,2,0
P00382841,2,0
P00382856,5,1
P00382867,5,0
P00382870,5,0
P00382880,5,0
P00382883,3,0
P00382884,5,1
P00382887,3,0
P00382899,2,1
P00382903,5,1
P00382909,3,1
P00382911,5,1
P00382914,3,2
P00382917,1,0
P00382926,3,0
P00382927,3,0
P00382961,4,0
P00382963,6,0
P00382967,2,0
P00382969,5,1
P00382988,3,0
P00383019,2,1
P00383036,2,0
P00383055,7,0
P00383061,5,0
P00383071,5,0
P00383078,1,0
P00383086,1,0
P00383090,2,0
P00383096,1,
P00383099,7,1
P00383102,3,1
P00383105,2,0
P00383116,3,0
P00383123,2,1
P00383133,3,0
P00383152,1,0
P00383155,4,0
P00383158,5,0
P00383162,2,0
P00383166,2,0
P00383167,2,0
P00383182,5,0
P00383188,3,0
P00383196,3,0
P00383212,5,1
P00383219,6,2
P00383223,5,1
P00383226,5,0
P00383232,1,1
P00383235,3,1
P00383238,5,0
P00383249,2,2
P00383268,4,0
P00383273,3,1
P00383283,5,0
P00383292,2,1
P00383311,3,1
P00383322,4,1
P00383330,4,0
P00383331,5,1
P00383337,6,1
P00383339,7,0
P00383347,5,0
P00383350,2,0
P00383355,2,2
P00383365,5,0
P00383372,5,0
P00383406,2,0
P00383407,3,0
P00383410,3,2
P00383420,2,0
P00383435,2,0
P00383455,3,0
P00383457,3,1
P00383465,3,0
P00383477,3,0
P00383481,4,0
P00383483,3,0
P00383487,5,0
P00383488,5,1
P00383491,2,0
P00383501,2,0
P00383502,7,0
P00383525,5,1
P00383528,1,0
P00383531,3,0
P00383537,2,0
P00383538,2,1
P00383546,4,0
P00383552,6,2
P00383566,5,0
P00383571,2,0
P00383591,2,0
P00383595,5,0
P00383601,4,0
P00383602,2,0
P00383603,3,0
